Year,Winners,Median,Losers,Annualized_Return_Winners,Annualized_Return_Median,Annualized_Return_Losers,Volatility_Winners,Volatility_Median,Volatility_Losers,Sharpe_Ratio_Winners,Sharpe_Ratio_Median,Sharpe_Ratio_Losers,MDD_Winners,MDD_Median,MDD_Losers
2015,71.73079244217585,75.6871455969355,48.1521225693304,-28.269207557824146,-24.312854403064506,-51.8478774306696,31.5535497003622,44.0094657268936,57.67200813488947,-0.8959121184866135,-0.5524460249970098,-0.8990128678960204,-39.2053793284792,-39.45704099550432,-63.08865847410644
2016,109.27424157692214,188.96937695293306,113.21074544501936,52.33937595909188,149.6716918871152,135.11060240805838,31.228605303812998,63.3169291516792,60.878696013256196,1.6760074761552437,2.363849509008379,2.2193412680626134,-14.201722856708033,-33.31036177008088,-27.816143608936144
2017,108.05292016073197,269.03772672458274,150.42471654243786,-1.1176663398120517,42.37107147344432,32.87141247161156,42.62847421580803,30.143031054539485,24.936112333672096,-0.026218774196651504,1.4056672468266362,1.3182252322156953,-42.26198787343953,-21.483016963031428,-14.601499800639084
2018,135.89973883375188,259.59291195917194,160.79564051387723,25.771463308531533,-3.5105912023556356,6.894428129777143,31.873225878343227,32.36134858961506,44.30409872300261,0.8085614994509347,-0.10848099215130373,0.15561603392233253,-16.41733482741725,-36.591091023812886,-35.08758141675353
2019,150.6234395141567,303.6254542263252,226.18015455635117,10.834237656936585,16.962151213927815,40.66311364755627,27.011783422196167,30.318551690865696,33.348976036307455,0.40109301513330875,0.5594644291349224,1.2193212050434719,-29.484898395694103,-27.28568376081826,-27.666710462474693
2020,164.85869988944873,203.45367943667586,231.38425866431146,9.450893181837143,-32.99188964406798,2.300866810427316,72.1929559993587,69.08721397796204,61.79441758998159,0.13091156957087471,-0.47753973194796917,0.037234217914214045,-66.36690039872664,-63.92436848646697,-61.296016940379396
2021,149.9960012992673,214.54115096070169,324.96111198654455,-9.01541659624156,5.449629397081885,40.4421864574603,37.36247597262233,37.74202987379249,36.17646614926192,-0.24129601589701075,0.14439152889511192,1.1179142343698878,-46.299172142926345,-25.76155519273904,-26.967713261902936
2022,164.63014167209954,262.4112532786879,311.2875468383363,9.756353666811862,22.312783400120185,-4.207754295466103,41.50345720663995,35.18432403852241,42.510811011285455,0.2350732763836114,0.6341683124476256,-0.09898080500861438,-31.80340753926046,-32.927395154078,-41.50390259329658
2023,269.2880892407183,284.69000926978447,415.5562638440085,63.571558953687955,8.490015467223845,33.49594870231767,28.10004881484076,26.236074468920904,36.82691131052864,2.262329128770526,0.32360082973849863,0.9095508558911195,-15.964536742394827,-22.4376119237802,-29.98891131846793
2024,192.77509428915465,232.62700952614372,247.66381852516577,-28.413063187198084,-18.287610400231365,-40.401856481669164,25.62165230541546,23.126758137674685,29.899860947614144,-1.1089473406518995,-0.7907554656543021,-1.351238942296587,-33.20364238116083,-22.632073027051877,-40.12138200009655
